"Mod name","Registry name","Item ID","Display name"
"Minecraft","minecraft:acacia_boat",674,"Acacia Boat"
"Minecraft","minecraft:acacia_button",615,"Acacia Button"
"Minecraft","minecraft:acacia_door",636,"Acacia Door"
"Minecraft","minecraft:acacia_fence",261,"Acacia Fence"
"Minecraft","minecraft:acacia_fence_gate",653,"Acacia Gate"
"Minecraft","minecraft:acacia_leaves",137,"Acacia Leaves"
"Minecraft","minecraft:acacia_log",105,"Acacia Log"
"Minecraft","minecraft:acacia_planks",26,"Acacia Planks"
"Minecraft","minecraft:acacia_pressure_plate",627,"Acacia Pressure Plate"
"Minecraft","minecraft:acacia_sapling",34,"Acacia Sapling"
"Minecraft","minecraft:acacia_sign",772,"Acacia Sign"
"Minecraft","minecraft:acacia_slab",208,"Acacia Slab"
"Minecraft","minecraft:acacia_stairs",391,"Acacia Stairs"
"Minecraft","minecraft:acacia_trapdoor",645,"Acacia Trapdoor"
"Minecraft","minecraft:acacia_wood",129,"Acacia Wood"
"Minecraft","minecraft:activator_rail",660,"Activator Rail"
"Minecraft","minecraft:air",0,""
"Minecraft","minecraft:allium",176,"Allium"
"Minecraft","minecraft:amethyst_block",63,"Block of Amethyst"
"Minecraft","minecraft:amethyst_cluster",1099,"Amethyst Cluster"
"Minecraft","minecraft:amethyst_shard",690,"Amethyst Shard"
"Minecraft","minecraft:ancient_debris",58,"Ancient Debris"
"Minecraft","minecraft:andesite",6,"Andesite"
"Minecraft","minecraft:andesite_slab",576,"Andesite Slab"
"Minecraft","minecraft:andesite_stairs",559,"Andesite Stairs"
"Minecraft","minecraft:andesite_wall",334,"Andesite Wall"
"Minecraft","minecraft:anvil",346,"Anvil"
"Minecraft","minecraft:apple",681,"Apple"
"Minecraft","minecraft:armor_stand",972,"Armor Stand"
"Minecraft","minecraft:arrow",683,"Arrow"
"Minecraft","minecraft:axolotl_bucket",787,"Bucket of Axolotl"
"Minecraft","minecraft:axolotl_spawn_egg",873,"Axolotl Spawn Egg"
"Minecraft","minecraft:azalea",152,"Azalea"
"Minecraft","minecraft:azalea_leaves",139,"Azalea Leaves"
"Minecraft","minecraft:azure_bluet",177,"Azure Bluet"
"Minecraft","minecraft:baked_potato",949,"Baked Potato"
"Minecraft","minecraft:bamboo",203,"Bamboo"
"Minecraft","minecraft:barrel",1043,"Spruce Barrel"
"Minecraft","minecraft:barrier",370,"Barrier"
"Minecraft","minecraft:basalt",271,"Basalt"
"Minecraft","minecraft:bat_spawn_egg",874,"Bat Spawn Egg"
"Minecraft","minecraft:beacon",324,"Beacon"
"Minecraft","minecraft:bedrock",36,"Bedrock"
"Minecraft","minecraft:bee_nest",1060,"Bee Nest"
"Minecraft","minecraft:bee_spawn_egg",875,"Bee Spawn Egg"
"Minecraft","minecraft:beef",853,"Raw Beef"
"Minecraft","minecraft:beehive",1061,"Beehive"
"Minecraft","minecraft:beetroot",1001,"Beetroot"
"Minecraft","minecraft:beetroot_seeds",1002,"Beetroot Seeds"
"Minecraft","minecraft:beetroot_soup",1003,"Beetroot Soup"
"Minecraft","minecraft:bell",1051,"Bell"
"Minecraft","minecraft:big_dripleaf",201,"Big Dripleaf"
"Minecraft","minecraft:birch_boat",672,"Birch Boat"
"Minecraft","minecraft:birch_button",613,"Birch Button"
"Minecraft","minecraft:birch_door",634,"Birch Door"
"Minecraft","minecraft:birch_fence",259,"Birch Fence"
"Minecraft","minecraft:birch_fence_gate",651,"Birch Gate"
"Minecraft","minecraft:birch_leaves",135,"Birch Leaves"
"Minecraft","minecraft:birch_log",103,"Birch Log"
"Minecraft","minecraft:birch_planks",24,"Birch Planks"
"Minecraft","minecraft:birch_pressure_plate",625,"Birch Pressure Plate"
"Minecraft","minecraft:birch_sapling",32,"Birch Sapling"
"Minecraft","minecraft:birch_sign",770,"Birch Sign"
"Minecraft","minecraft:birch_slab",206,"Birch Slab"
"Minecraft","minecraft:birch_stairs",319,"Birch Stairs"
"Minecraft","minecraft:birch_trapdoor",643,"Birch Trapdoor"
"Minecraft","minecraft:birch_wood",127,"Birch Wood"
"Minecraft","minecraft:black_banner",997,"Black Banner"
"Minecraft","minecraft:black_bed",845,"Black Bed"
"Minecraft","minecraft:black_candle",1095,"Black Candle"
"Minecraft","minecraft:black_carpet",388,"Black Carpet"
"Minecraft","minecraft:black_concrete",499,"Black Concrete"
"Minecraft","minecraft:black_concrete_powder",515,"Black Concrete Powder"
"Minecraft","minecraft:black_dye",825,"Black Dye"
"Minecraft","minecraft:black_glazed_terracotta",483,"Black Glazed Terracotta"
"Minecraft","minecraft:black_shulker_box",467,"Black Shulker Box"
"Minecraft","minecraft:black_stained_glass",415,"Black Stained Glass"
"Minecraft","minecraft:black_stained_glass_pane",431,"Black Stained Glass Pane"
