"ID","Registry name","Temp.","RainType","Downfall"
0,"minecraft:the_void",0.50,-,"0.50"
1,"minecraft:plains",0.80,rain,"0.40"
2,"minecraft:sunflower_plains",0.80,rain,"0.40"
3,"minecraft:snowy_plains",0.00,snow,"0.50"
4,"minecraft:ice_spikes",0.00,snow,"0.50"
5,"minecraft:desert",2.00,-,"0.00"
6,"minecraft:swamp",0.80,rain,"0.90"
7,"minecraft:forest",0.70,rain,"0.80"
8,"minecraft:flower_forest",0.70,rain,"0.80"
9,"minecraft:birch_forest",0.60,rain,"0.60"
10,"minecraft:dark_forest",0.70,rain,"0.80"
11,"minecraft:old_growth_birch_forest",0.60,rain,"0.60"
12,"minecraft:old_growth_pine_taiga",0.30,rain,"0.80"
13,"minecraft:old_growth_spruce_taiga",0.25,rain,"0.80"
14,"minecraft:taiga",0.25,rain,"0.80"
15,"minecraft:snowy_taiga",-0.50,snow,"0.40"
16,"minecraft:savanna",2.00,-,"0.00"
17,"minecraft:savanna_plateau",2.00,-,"0.00"
18,"minecraft:windswept_hills",0.20,rain,"0.30"
19,"minecraft:windswept_gravelly_hills",0.20,rain,"0.30"
20,"minecraft:windswept_forest",0.20,rain,"0.30"
21,"minecraft:windswept_savanna",2.00,-,"0.00"
22,"minecraft:jungle",0.95,rain,"0.90"
23,"minecraft:sparse_jungle",0.95,rain,"0.80"
24,"minecraft:bamboo_jungle",0.95,rain,"0.90"
25,"minecraft:badlands",2.00,-,"0.00"
26,"minecraft:eroded_badlands",2.00,-,"0.00"
27,"minecraft:wooded_badlands",2.00,-,"0.00"
28,"minecraft:meadow",0.50,rain,"0.80"
29,"minecraft:grove",-0.20,snow,"0.80"
30,"minecraft:snowy_slopes",-0.30,snow,"0.90"
31,"minecraft:frozen_peaks",-0.70,snow,"0.90"
32,"minecraft:jagged_peaks",-0.70,snow,"0.90"
33,"minecraft:stony_peaks",1.00,rain,"0.30"
34,"minecraft:river",0.50,-,"0.50"
35,"minecraft:frozen_river",0.00,snow,"0.50"
36,"minecraft:beach",0.80,rain,"0.40"
37,"minecraft:snowy_beach",0.05,snow,"0.30"
38,"minecraft:stony_shore",0.20,rain,"0.30"
39,"minecraft:warm_ocean",0.50,rain,"0.50"
40,"minecraft:lukewarm_ocean",0.50,rain,"0.50"
41,"minecraft:deep_lukewarm_ocean",0.50,rain,"0.50"
42,"minecraft:ocean",0.50,rain,"0.50"
43,"minecraft:deep_ocean",0.50,rain,"0.50"
44,"minecraft:cold_ocean",0.50,rain,"0.50"
45,"minecraft:deep_cold_ocean",0.50,rain,"0.50"
46,"minecraft:frozen_ocean",0.00,snow,"0.50"
47,"minecraft:deep_frozen_ocean",0.00,rain,"0.50"
48,"minecraft:mushroom_fields",0.90,rain,"1.00"
49,"minecraft:dripstone_caves",0.80,rain,"0.40"
50,"minecraft:lush_caves",0.50,rain,"0.50"
51,"minecraft:nether_wastes",2.00,-,"0.00"
52,"minecraft:warped_forest",2.00,-,"0.00"
53,"minecraft:crimson_forest",2.00,-,"0.00"
54,"minecraft:soul_sand_valley",2.00,-,"0.00"
55,"minecraft:basalt_deltas",2.00,-,"0.00"
56,"minecraft:the_end",0.50,-,"0.50"
57,"minecraft:end_highlands",0.50,-,"0.50"
58,"minecraft:end_midlands",0.50,-,"0.50"
59,"minecraft:small_end_islands",0.50,-,"0.50"
60,"minecraft:end_barrens",0.50,-,"0.50"
61,"byg:allium_fields",0.80,rain,"0.40"
62,"byg:amaranth_fields",0.80,rain,"0.40"
63,"byg:araucaria_savanna",1.20,-,"0.00"
64,"byg:aspen_forest",0.70,rain,"0.60"
65,"byg:atacama_desert",2.00,-,"0.00"
66,"byg:autumnal_valley",0.35,rain,"0.80"
67,"byg:baobab_savanna",1.20,-,"0.00"
68,"byg:bayou",0.80,rain,"0.80"
69,"byg:black_forest",0.25,rain,"0.80"
70,"byg:borealis_grove",0.25,rain,"0.50"
71,"byg:canadian_shield",0.25,snow,"0.50"
72,"byg:cherry_blossom_forest",0.70,rain,"0.80"
73,"byg:cika_woods",0.35,rain,"0.50"
74,"byg:coniferous_forest",0.25,rain,"0.80"
75,"byg:crag_gardens",1.00,rain,"0.80"
76,"byg:cypress_swamplands",0.25,rain,"0.80"
77,"byg:lush_stacks",1.00,rain,"0.80"
78,"byg:dead_sea",2.00,rain,"0.00"
79,"byg:dacite_ridges",0.25,rain,"0.80"
80,"byg:windswept_dunes",2.00,-,"0.00"
81,"byg:windswept_desert",2.00,-,"0.00"
82,"byg:ebony_woods",0.80,rain,"0.80"
83,"byg:forgotten_forest",0.80,rain,"0.80"
84,"byg:temperate_grove",0.75,rain,"0.80"
85,"byg:guiana_shield",0.95,rain,"0.90"
86,"byg:howling_peaks",0.15,rain,"0.50"
87,"byg:jacaranda_forest",0.95,rain,"0.50"
88,"byg:maple_taiga",0.25,rain,"0.80"
89,"byg:coconino_meadow",0.80,rain,"0.80"
90,"byg:mojave_desert",2.00,-,"0.00"
91,"byg:cardinal_tundra",0.35,snow,"0.40"
92,"byg:orchard",0.80,rain,"0.80"
93,"byg:prairie",0.80,rain,"0.20"
94,"byg:red_oak_forest",0.80,rain,"0.90"
95,"byg:red_rock_valley",1.20,rain,"0.10"
96,"byg:rose_fields",0.80,rain,"0.40"
97,"byg:autumnal_forest",0.25,rain,"0.90"
98,"byg:autumnal_taiga",0.25,rain,"0.80"
99,"byg:shattered_glacier",-0.50,snow,"0.90"
100,"byg:firecracker_shrubland",2.00,rain,"0.40"
101,"byg:sierra_badlands",1.20,rain,"0.10"
102,"byg:skyris_vale",0.25,rain,"0.80"
103,"byg:redwood_thicket",0.90,rain,"0.90"
104,"byg:frosted_taiga",-0.50,snow,"0.80"
105,"byg:frosted_coniferous_forest",-0.50,snow,"0.80"
106,"byg:fragment_forest",0.25,rain,"0.80"
107,"byg:tropical_rainforest",0.95,rain,"0.90"
108,"byg:twilight_meadow",0.25,rain,"0.80"
109,"byg:weeping_witch_forest",0.25,rain,"0.80"
110,"byg:white_mangrove_marshes",0.80,rain,"0.80"
111,"byg:temperate_rainforest",0.80,rain,"0.80"
112,"byg:zelkova_forest",0.25,rain,"0.80"
113,"byg:windswept_beach",0.85,rain,"0.75"
114,"byg:rainbow_beach",0.85,rain,"0.75"
115,"byg:basalt_barrera",0.85,rain,"0.75"
116,"byg:dacite_shore",0.25,rain,"0.80"
117,"byg:brimstone_caverns",2.00,-,"0.00"
118,"byg:crimson_gardens",2.00,-,"0.00"
119,"byg:embur_bog",2.00,-,"0.00"
120,"byg:glowstone_gardens",2.00,-,"0.00"
121,"byg:magma_wastes",2.00,-,"0.00"
122,"byg:subzero_hypogeal",2.00,-,"0.00"
123,"byg:sythian_torrids",2.00,-,"0.00"
124,"byg:warped_desert",2.00,-,"0.00"
125,"byg:wailing_garth",2.00,-,"0.00"
126,"byg:arisian_undergrowth",2.00,-,"0.00"
127,"byg:weeping_mire",2.00,-,"0.00"
128,"byg:quartz_desert",2.00,-,"0.00"
129,"byg:ivis_fields",0.80,-,"0.80"
130,"byg:nightshade_forest",0.80,-,"0.40"
131,"byg:ethereal_islands",0.80,-,"0.80"
132,"byg:viscal_isles",0.80,-,"0.40"
133,"byg:bulbis_gardens",0.80,-,"0.80"
134,"byg:shulkren_forest",0.80,-,"0.40"
135,"byg:cryptic_wastes",0.80,-,"0.80"
136,"byg:imparius_grove",0.80,-,"0.80"
137,"promenade:pumpkin_pastures",0.80,rain,"0.90"
138,"promenade:pink_cherry_oak_forest",0.60,rain,"0.40"
139,"promenade:white_cherry_oak_forest",0.60,rain,"0.40"
140,"promenade:tall_crimson_forest",2.00,-,"0.00"
141,"promenade:tall_warped_forest",2.00,-,"0.00"
142,"promenade:tritanopian_gallery",2.00,-,"0.00"
143,"promenade:achromatopsian_gallery",2.00,-,"0.00"
144,"promenade:protanopian_gallery",2.00,-,"0.00"
145,"promenade:dark_amaranth_forest",0.50,-,"0.50"
146,"promenade:tall_dark_amaranth_forest",0.50,-,"0.50"
147,"spectrum:deeper_down_biome",0.20,-,"0.20"
148,"terrablender:deferred_placeholder",0.50,-,"0.50"
149,"magicfungi:host_biome",1.00,-,"0.00"
150,"traverse:desert_shrubland",2.00,-,"0.00"
151,"traverse:woodlands",0.80,-,"0.40"
152,"traverse:flatlands",0.80,-,"0.70"
153,"traverse:autumnal_woods",0.80,rain,"0.40"
154,"traverse:snowy_coniferous_forest",-0.50,snow,"0.90"
155,"traverse:coniferous_forest",0.60,rain,"0.90"
156,"traverse:lush_swamp",0.80,rain,"0.90"
157,"twilightforest:forest",0.50,rain,"0.50"
158,"twilightforest:dense_forest",0.70,rain,"0.80"
159,"twilightforest:firefly_forest",0.50,rain,"1.00"
160,"twilightforest:clearing",0.80,rain,"0.40"
161,"twilightforest:oak_savannah",0.90,rain,"0.00"
162,"twilightforest:stream",0.50,rain,"0.10"
163,"twilightforest:lake",0.66,rain,"1.00"
164,"twilightforest:mushroom_forest",0.80,rain,"0.80"
165,"twilightforest:dense_mushroom_forest",0.80,rain,"1.00"
166,"twilightforest:enchanted_forest",0.50,-,"0.50"
167,"twilightforest:spooky_forest",0.50,rain,"1.00"
168,"twilightforest:swamp",0.80,rain,"0.90"
169,"twilightforest:fire_swamp",1.00,-,"0.40"
170,"twilightforest:dark_forest",0.70,rain,"0.80"
171,"twilightforest:dark_forest_center",0.50,rain,"0.50"
172,"twilightforest:snowy_forest",0.09,snow,"0.90"
173,"twilightforest:glacier",0.80,snow,"0.10"
174,"twilightforest:highlands",0.40,rain,"0.70"
175,"twilightforest:thornlands",0.30,rain,"0.20"
176,"twilightforest:final_plateau",1.00,rain,"0.20"
177,"ae2:spatial_storage",0.50,-,"0.50"
178,"terralith:skylands_spring",0.50,rain,"0.50"
179,"minecraft:deep_warm_ocean",0.50,rain,"0.50"
180,"terralith:hot_shrubland",0.80,rain,"0.40"
181,"ad_astra:orbit",0.70,-,"0.00"
182,"terralith:cave/frostfire_caves",0.80,rain,"0.40"
183,"ad_astra:lunar_wastelands",0.70,-,"0.00"
184,"terralith:white_cliffs",0.40,rain,"0.30"
185,"skylore:himom",2.00,-,"0.00"
186,"ad_astra:glacio_ice_peaks",-0.70,snow,"1.00"
187,"terralith:yellowstone",0.25,rain,"0.80"
188,"terralith:alpha_islands",0.70,rain,"0.80"
189,"terralith:gravel_beach",0.80,rain,"0.40"
190,"terralith:volcanic_crater",1.00,rain,"0.30"
191,"terralith:moonlight_grove",0.70,rain,"0.80"
192,"terralith:alpine_grove",-0.20,snow,"0.80"
193,"terralith:cave/andesite_caves",1.00,rain,"0.30"
194,"terralith:granite_cliffs",0.40,rain,"0.30"
195,"ad_astra:venus_wastelands",1.60,rain,"1.00"
196,"terralith:skylands_autumn",0.50,rain,"0.50"
197,"terralith:siberian_grove",0.23,rain,"0.80"
198,"terralith:valley_clearing",0.40,rain,"-0.50"
199,"terralith:desert_canyon",2.00,-,"0.00"
200,"terralith:haze_mountain",0.30,rain,"0.60"
201,"terralith:frozen_cliffs",0.00,snow,"0.50"
202,"terralith:sandstone_valley",2.00,-,"0.00"
203,"ad_astra:mercury_deltas",1.60,-,"0.00"
204,"terralith:shield",0.40,rain,"0.80"
205,"terralith:wintry_lowlands",-0.50,snow,"0.40"
206,"terralith:temperate_highlands",0.90,rain,"0.20"
207,"terralith:glacial_chasm",0.00,snow,"0.50"
208,"terralith:tropical_jungle",0.95,rain,"0.90"
209,"terralith:birch_taiga",0.22,rain,"0.20"
210,"terralith:shield_clearing",0.40,rain,"-0.50"
211,"terralith:ice_marsh",0.14,snow,"0.90"
212,"terralith:highlands",0.40,rain,"0.40"
213,"terralith:painted_mountains",1.00,rain,"0.30"
214,"terralith:cave/granite_caves",1.00,rain,"0.30"
215,"terralith:skylands_summer",0.50,rain,"0.50"
216,"ad_astra:glacio_snowy_barrens",-0.70,snow,"1.00"
217,"terralith:snowy_maple_forest",0.10,snow,"0.20"
218,"terralith:cave/mantle_caves",2.00,rain,"0.00"
219,"terralith:snowy_badlands",0.00,snow,"0.50"
220,"terralith:desert_spires",2.00,-,"0.00"
221,"terralith:cave/infested_caves",1.00,rain,"0.30"
222,"terralith:sakura_valley",0.70,rain,"0.80"
223,"terralith:blooming_valley",0.70,rain,"0.80"
224,"terralith:orchid_swamp",0.80,rain,"0.90"
225,"terralith:cave/diorite_caves",1.00,rain,"0.30"
226,"terralith:windswept_spires",0.20,rain,"0.30"
227,"terralith:white_mesa",2.00,-,"0.00"
228,"terralith:alpine_highlands",0.45,rain,"0.10"
229,"ad_astra:martian_wastelands",0.80,-,"0.00"
230,"terralith:lush_valley",0.40,rain,"0.80"
231,"terralith:cave/crystal_caves",1.00,rain,"0.30"
232,"terralith:cave/desert_caves",0.80,rain,"0.40"
233,"skylore:death",2.00,-,"0.00"
234,"terralith:blooming_plateau",0.50,rain,"0.80"
235,"terralith:warm_river",0.50,rain,"0.50"
236,"terralith:red_oasis",2.00,-,"0.00"
237,"terralith:caldera",0.45,rain,"0.80"
238,"terralith:rocky_shrubland",0.14,rain,"0.00"
239,"terralith:sakura_grove",0.70,rain,"0.80"
240,"terralith:skylands",0.50,rain,"0.50"
241,"terralith:yosemite_cliffs",0.38,rain,"0.80"
242,"terralith:cave/deep_caves",1.00,rain,"0.30"
243,"terralith:lavender_valley",0.70,rain,"0.80"
244,"terralith:rocky_jungle",0.95,rain,"0.90"
245,"terralith:amethyst_rainforest",0.95,rain,"0.90"
246,"terralith:shrubland",1.20,-,"0.00"
247,"terralith:siberian_taiga",0.30,rain,"1.20"
248,"terralith:gravel_desert",0.14,snow,"0.50"
249,"terralith:emerald_peaks",0.10,snow,"0.40"
250,"terralith:skylands_winter",0.20,snow,"0.50"
251,"terralith:yosemite_lowlands",0.25,rain,"0.80"
252,"ad_astra:infernal_venus_barrens",1.60,rain,"1.00"
253,"terralith:cold_shrubland",0.14,rain,"0.00"
254,"terralith:savanna_slopes",1.00,-,"0.00"
255,"terralith:basalt_cliffs",0.50,rain,"0.30"
256,"terralith:bryce_canyon",2.00,-,"0.00"
257,"ad_astra:martian_polar_caps",-0.70,snow,"1.00"
258,"terralith:mirage_isles",0.70,rain,"0.80"
259,"terralith:arid_highlands",1.60,-,"0.10"
260,"terralith:cave/tuff_caves",1.00,rain,"0.30"
261,"terralith:warped_mesa",2.00,-,"0.00"
262,"terralith:moonlight_valley",0.70,rain,"0.80"
263,"terralith:volcanic_peaks",1.00,rain,"0.30"
264,"terralith:jungle_mountains",0.95,rain,"0.90"
265,"terralith:steppe",0.40,rain,"-0.50"
266,"terralith:wintry_forest",-0.50,snow,"0.40"
267,"skylore:void",0.50,rain,"0.50"
268,"terralith:fractured_savanna",1.10,-,"0.00"
269,"terralith:cave/thermal_caves",0.80,rain,"0.40"
270,"terralith:lavender_forest",0.70,rain,"0.80"
271,"terralith:stony_spires",0.70,rain,"0.30"
272,"terralith:forested_highlands",0.36,rain,"0.20"
273,"terralith:alpha_islands_winter",0.00,snow,"0.75"
274,"terralith:brushland",1.20,-,"0.20"
275,"terralith:snowy_shield",0.10,rain,"0.80"
276,"terralith:mountain_steppe",0.40,rain,"0.45"
277,"terralith:desert_oasis",2.00,-,"0.00"
278,"terralith:scarlet_mountains",0.10,snow,"0.40"
279,"terralith:ancient_sands",2.00,-,"0.00"
280,"terralith:cave/fungal_caves",1.00,rain,"0.30"
281,"terralith:cave/ice_caves",1.00,rain,"0.30"
282,"terralith:ashen_savanna",1.00,-,"0.00"
283,"ad_astra:martian_canyon_creek",0.80,-,"0.00"
284,"terralith:cloud_forest",0.25,rain,"0.80"
285,"terralith:rocky_mountains",1.00,-,"0.30"
286,"terralith:amethyst_canyon",0.95,rain,"0.90"
287,"terralith:savanna_badlands",1.00,-,"0.00"
