"Mod name","Registry name","Item ID","Display name"
"Botania","botania:abstruse_platform",4617,"Abstruse Platform"
"Botania","botania:agricarnation",5223,"Agricarnation"
"Botania","botania:agricarnation_chibi",5224,"Agricarnation Petite"
"Botania","botania:alchemy_catalyst",4580,"Alchemy Catalyst"
"Botania","botania:alfheim_portal",4594,"Elven Gateway Core"
"Botania","botania:ancient_will_ahrim",5127,"Will of Ahrim"
"Botania","botania:ancient_will_dharok",5128,"Will of Dharok"
"Botania","botania:ancient_will_guthan",5129,"Will of Guthan"
"Botania","botania:ancient_will_karil",5132,"Will of Karil"
"Botania","botania:ancient_will_torag",5130,"Will of Torag"
"Botania","botania:ancient_will_verac",5131,"Will of Verac"
"Botania","botania:animated_torch",4656,"Animated Torch"
"Botania","botania:apothecary_default",4533,"Petal Apothecary"
"Botania","botania:apothecary_desert",4539,"Solite Petal Apothecary"
"Botania","botania:apothecary_forest",4534,"Fuchsite Petal Apothecary"
"Botania","botania:apothecary_fungal",4537,"Mycelite Petal Apothecary"
"Botania","botania:apothecary_mesa",4541,"Rosy Talc Petal Apothecary"
"Botania","botania:apothecary_mossy",4542,"Mossy Petal Apothecary"
"Botania","botania:apothecary_mountain",4536,"Gneiss Petal Apothecary"
"Botania","botania:apothecary_plains",4535,"Talc Petal Apothecary"
"Botania","botania:apothecary_swamp",4538,"Cataclasite Petal Apothecary"
"Botania","botania:apothecary_taiga",4540,"Lunite Petal Apothecary"
"Botania","botania:astrolabe",5054,"Worldshaper's Astrolabe"
"Botania","botania:aura_ring",5058,"Band of Aura"
"Botania","botania:aura_ring_greater",5059,"Greater Band of Aura"
"Botania","botania:auto_crafting_halo",5045,"Manufactory Halo"
"Botania","botania:avatar",4651,"Livingwood Avatar"
"Botania","botania:azulejo_0",4658,"Azulejo"
"Botania","botania:azulejo_1",4659,"Azulejo"
"Botania","botania:azulejo_10",4668,"Azulejo"
"Botania","botania:azulejo_11",4669,"Azulejo"
"Botania","botania:azulejo_12",4670,"Azulejo"
"Botania","botania:azulejo_13",4671,"Azulejo"
"Botania","botania:azulejo_14",4672,"Azulejo"
"Botania","botania:azulejo_15",4673,"Azulejo"
"Botania","botania:azulejo_2",4660,"Azulejo"
"Botania","botania:azulejo_3",4661,"Azulejo"
"Botania","botania:azulejo_4",4662,"Azulejo"
"Botania","botania:azulejo_5",4663,"Azulejo"
