"ID","Registry name","Temp.","RainType","Downfall"
0,"minecraft:ocean",0.50,rain,"0.50"
1,"minecraft:plains",0.80,rain,"0.40"
2,"minecraft:desert",2.00,-,"0.00"
3,"minecraft:mountains",0.20,rain,"0.30"
4,"minecraft:forest",0.70,rain,"0.80"
5,"minecraft:taiga",0.25,rain,"0.80"
6,"minecraft:swamp",0.80,rain,"0.90"
7,"minecraft:river",0.50,rain,"0.50"
8,"minecraft:nether_wastes",2.00,-,"0.00"
9,"minecraft:the_end",0.50,-,"0.50"
10,"minecraft:frozen_ocean",0.00,snow,"0.50"
11,"minecraft:frozen_river",0.00,snow,"0.50"
12,"minecraft:snowy_tundra",0.00,snow,"0.50"
13,"minecraft:snowy_mountains",0.00,snow,"0.50"
14,"minecraft:mushroom_fields",0.90,rain,"1.00"
15,"minecraft:mushroom_field_shore",0.90,rain,"1.00"
16,"minecraft:beach",0.80,rain,"0.40"
17,"minecraft:desert_hills",2.00,-,"0.00"
18,"minecraft:wooded_hills",0.70,rain,"0.80"
19,"minecraft:taiga_hills",0.25,rain,"0.80"
20,"minecraft:mountain_edge",0.20,rain,"0.30"
21,"minecraft:jungle",0.95,rain,"0.90"
22,"minecraft:jungle_hills",0.95,rain,"0.90"
23,"minecraft:jungle_edge",0.95,rain,"0.80"
24,"minecraft:deep_ocean",0.50,rain,"0.50"
25,"minecraft:stone_shore",0.20,rain,"0.30"
26,"minecraft:snowy_beach",0.05,snow,"0.30"
27,"minecraft:birch_forest",0.60,rain,"0.60"
28,"minecraft:birch_forest_hills",0.60,rain,"0.60"
29,"minecraft:dark_forest",0.70,rain,"0.80"
30,"minecraft:snowy_taiga",-0.50,snow,"0.40"
31,"minecraft:snowy_taiga_hills",-0.50,snow,"0.40"
32,"minecraft:giant_tree_taiga",0.30,rain,"0.80"
33,"minecraft:giant_tree_taiga_hills",0.30,rain,"0.80"
34,"minecraft:wooded_mountains",0.20,rain,"0.30"
35,"minecraft:savanna",1.20,-,"0.00"
36,"minecraft:savanna_plateau",1.00,-,"0.00"
37,"minecraft:badlands",2.00,-,"0.00"
38,"minecraft:wooded_badlands_plateau",2.00,-,"0.00"
39,"minecraft:badlands_plateau",2.00,-,"0.00"
40,"minecraft:small_end_islands",0.50,-,"0.50"
41,"minecraft:end_midlands",0.50,-,"0.50"
42,"minecraft:end_highlands",0.50,-,"0.50"
43,"minecraft:end_barrens",0.50,-,"0.50"
44,"minecraft:warm_ocean",0.50,rain,"0.50"
45,"minecraft:lukewarm_ocean",0.50,rain,"0.50"
46,"minecraft:cold_ocean",0.50,rain,"0.50"
47,"minecraft:deep_warm_ocean",0.50,rain,"0.50"
48,"minecraft:deep_lukewarm_ocean",0.50,rain,"0.50"
49,"minecraft:deep_cold_ocean",0.50,rain,"0.50"
50,"minecraft:deep_frozen_ocean",0.50,rain,"0.50"
127,"minecraft:the_void",0.50,-,"0.50"
129,"minecraft:sunflower_plains",0.80,rain,"0.40"
130,"minecraft:desert_lakes",2.00,-,"0.00"
131,"minecraft:gravelly_mountains",0.20,rain,"0.30"
132,"minecraft:flower_forest",0.70,rain,"0.80"
133,"minecraft:taiga_mountains",0.25,rain,"0.80"
134,"minecraft:swamp_hills",0.80,rain,"0.90"
140,"minecraft:ice_spikes",0.00,snow,"0.50"
149,"minecraft:modified_jungle",0.95,rain,"0.90"
151,"minecraft:modified_jungle_edge",0.95,rain,"0.80"
155,"minecraft:tall_birch_forest",0.60,rain,"0.60"
156,"minecraft:tall_birch_hills",0.60,rain,"0.60"
157,"minecraft:dark_forest_hills",0.70,rain,"0.80"
158,"minecraft:snowy_taiga_mountains",-0.50,snow,"0.40"
160,"minecraft:giant_spruce_taiga",0.25,rain,"0.80"
161,"minecraft:giant_spruce_taiga_hills",0.25,rain,"0.80"
162,"minecraft:modified_gravelly_mountains",0.20,rain,"0.30"
163,"minecraft:shattered_savanna",1.10,-,"0.00"
164,"minecraft:shattered_savanna_plateau",1.00,-,"0.00"
165,"minecraft:eroded_badlands",2.00,-,"0.00"
166,"minecraft:modified_wooded_badlands_plateau",2.00,-,"0.00"
167,"minecraft:modified_badlands_plateau",2.00,-,"0.00"
168,"minecraft:bamboo_jungle",0.95,rain,"0.90"
169,"minecraft:bamboo_jungle_hills",0.95,rain,"0.90"
170,"minecraft:soul_sand_valley",2.00,-,"0.00"
171,"minecraft:crimson_forest",2.00,-,"0.00"
172,"minecraft:warped_forest",2.00,-,"0.00"
173,"minecraft:basalt_deltas",2.00,-,"0.00"
174,"minecraft:dripstone_caves",0.80,rain,"0.40"
175,"minecraft:lush_caves",0.50,rain,"0.50"
176,"promenade:pumpkin_pastures",0.80,rain,"0.90"
177,"promenade:pink_cherry_oak_forest",0.60,rain,"0.40"
178,"promenade:white_cherry_oak_forest",0.60,rain,"0.40"
179,"promenade:tall_crimson_forest",2.00,-,"0.00"
180,"promenade:tall_warped_forest",2.00,-,"0.00"
181,"promenade:tritanopian_gallery",2.00,-,"0.00"
182,"promenade:achromatopsian_gallery",2.00,-,"0.00"
183,"promenade:protanopian_gallery",2.00,-,"0.00"
184,"promenade:dark_amaranth_forest",0.50,-,"0.50"
185,"promenade:tall_dark_amaranth_forest",0.50,-,"0.50"
186,"modern_beta:forest",0.70,rain,"0.80"
187,"modern_beta:shrubland",0.70,rain,"0.40"
188,"modern_beta:desert",1.00,-,"0.00"
189,"modern_beta:savanna",0.70,rain,"0.10"
190,"modern_beta:plains",1.00,rain,"0.40"
191,"modern_beta:seasonal_forest",1.00,rain,"0.70"
192,"modern_beta:rainforest",1.00,rain,"1.00"
193,"modern_beta:swampland",0.50,rain,"1.00"
194,"modern_beta:taiga",0.00,snow,"0.50"
195,"modern_beta:tundra",0.00,snow,"0.50"
196,"modern_beta:ice_desert",0.00,snow,"0.50"
197,"modern_beta:ocean",0.70,rain,"0.50"
198,"modern_beta:lukewarm_ocean",1.00,rain,"0.70"
199,"modern_beta:warm_ocean",1.00,rain,"1.00"
200,"modern_beta:cold_ocean",0.50,snow,"1.00"
201,"modern_beta:frozen_ocean",0.00,snow,"0.50"
202,"modern_beta:sky",0.50,-,"0.00"
203,"modern_beta:alpha",0.60,rain,"0.60"
204,"modern_beta:alpha_winter",0.00,snow,"0.00"
205,"modern_beta:infdev_415",0.60,rain,"0.60"
206,"modern_beta:infdev_415_winter",0.00,snow,"0.00"
207,"modern_beta:infdev_227",0.60,rain,"0.60"
208,"modern_beta:infdev_227_winter",0.00,snow,"0.00"
209,"modern_beta:indev_normal",0.60,rain,"0.60"
210,"modern_beta:indev_hell",0.60,-,"0.60"
211,"modern_beta:indev_paradise",0.60,-,"0.60"
212,"modern_beta:indev_woods",0.60,-,"0.60"
213,"modern_beta:indev_snowy",0.00,rain,"0.00"
214,"modern_beta:pe_forest",0.70,rain,"0.80"
215,"modern_beta:pe_shrubland",0.70,rain,"0.40"
216,"modern_beta:pe_desert",1.00,-,"0.00"
217,"modern_beta:pe_savanna",0.70,rain,"0.10"
218,"modern_beta:pe_plains",1.00,rain,"0.40"
219,"modern_beta:pe_seasonal_forest",1.00,rain,"0.70"
220,"modern_beta:pe_rainforest",1.00,rain,"1.00"
221,"modern_beta:pe_swampland",0.50,rain,"1.00"
222,"modern_beta:pe_taiga",0.00,snow,"0.50"
223,"modern_beta:pe_tundra",0.00,snow,"0.50"
224,"modern_beta:pe_ice_desert",0.00,snow,"0.50"
225,"modern_beta:pe_ocean",0.70,rain,"0.50"
226,"modern_beta:pe_lukewarm_ocean",1.00,rain,"0.70"
227,"modern_beta:pe_warm_ocean",1.00,rain,"1.00"
228,"modern_beta:pe_cold_ocean",0.50,snow,"1.00"
229,"modern_beta:pe_frozen_ocean",0.00,snow,"0.50"
230,"vanillaplusbiomes:taiga_lake",0.25,rain,"0.80"
231,"vanillaplusbiomes:taiga_clearing",0.25,rain,"0.80"
232,"vanillaplusbiomes:berry_fields",0.25,rain,"0.80"
233,"vanillaplusbiomes:taiga_edge",0.25,rain,"0.80"
234,"vanillaplusbiomes:pine_taiga",0.25,rain,"0.80"
